woord	lengte	rang	omschrijving	bron
AFKNIJPEN	8	19450	Door knijpen verwijderen	wiktionary
AFROSSEN	8	19451	Pak ransel geven	wiktionary
AFRUIMEN	8	19452	Resten	wiktionary
ANTISTOF	8	19453	Eiwit dat de werking	wiktionary
AUDITEUR	8	19454	Ambtenaar	wiktionary
BIPOLAIR	8	19455	Sterk wisselend	wiktionary
DAGLONER	8	19456	Arbeider	wiktionary
DIENSTER	8	19457	Vrouw	wiktionary
FIETSBEL	8	19458	Bel bestemd	wiktionary
GEMEKKER	8	19459	Mekkeren	wiktionary
GESTADIG	8	19460	Geleidelijk	wiktionary
INLEGVEL	8	19461	Los vel papier	wiktionary
NUMMEREN	8	19462	Uniek getal	wiktionary
OPNEMING	8	19463	Plaatsen of binnenlaten	wiktionary
PARMAHAM	8	19464	Italiaans varkensvlees	wiktionary
PIKZWART	8	19465	Heel zwart	wiktionary
REMLICHT	8	19466	Fel rood licht	wiktionary
SNIJTAFEL	8	19467	Tafel	wiktionary
VISKRAAM	8	19468	Kraam	wiktionary
WAAKVLAM	8	19469	Klein vlammetje	wiktionary
WASVROUW	8	19470	Vrouw	wiktionary
ZEEKRAAL	8	19471	Enz	wiktionary
AANLEUNEN	9	19472	Tegen iets leunen	wiktionary
BONENSOEP	9	19473	Maaltijdsoep	wiktionary
BYZANTIJNS	9	19474	Kleingeestig	wiktionary
CHARMEREN	9	19475	Zorgen	wiktionary
DECIMEREN	9	19476	Sterk	wiktionary
EINDSPURT	9	19477	Versnelling	wiktionary
GADESLAAN	9	19478	Geruime tijd bekijken	wiktionary
GESTERNTE	9	19479	Sterrenbeeld	wiktionary
GRENADIER	9	19480	Keursoldaat	wiktionary
GRONDVLAK	9	19481	Ondervlak	wiktionary
OSTEOPAAT	9	19482	Beoefenaar	wiktionary
PLASMOLEN	9	19483	Watermolen	wiktionary
POLYFONIE	9	19484	Manier van componeren	wiktionary
PUIMSTEEN	9	19485	Uiterst lichte	wiktionary
RECHTOVER	9	19486	Vlak aan de overkant	wiktionary
SCHUIFPUI	9	19487	Beweegbare glazen want	wiktionary
SMALSPOOR	9	19488	Spoorbaan	wiktionary
SPORTZAAK	9	19489	Winkel	wiktionary
SULTANAAT	9	19490	Gebied	wiktionary
UITKLAREN	9	19491	Lading voorzien	wiktionary
UITVRETEN	9	19492	Iets slechts	wiktionary
WANDTAPIJT	9	19493	Tapijt dat dient	wiktionary
WINGEWEST	9	19494	Veroverde landstreek	wiktionary
WOLFSHOND	9	19495	Honden	wiktionary
YOGHURTIJS	9	19496	Roomijs	wiktionary
BEENHOUWER	10	19497	Verkoper van vlees	wiktionary
BIOMEDISCH	10	19498	Betrekking hebbend	wiktionary
DOORZEUREN	10	19499	Blijven bestaan	wiktionary
DRAAGSTOEL	10	19500	Stoel	wiktionary
FLEXWERKEN	10	19501	Werken	wiktionary
FUSIONEREN	10	19502	Samensmelten	wiktionary
LEGERGROEN	10	19503	Die veel	wiktionary
LEVERTRAAN	10	19504	Dierlijke olie	wiktionary
MOEDERHART	10	19505	Gevoelens	wiktionary
NOODGEBOUW	10	19506	Gebouw	wiktionary
ONBUIGZAAM	10	19507	Van een voorwerp	wiktionary
PRINCIPAAL	10	19508	Chef	wiktionary
REGENBROEK	10	19509	Broek	wiktionary
SHELLSHOCK	10	19510	Software bug in Unix Bash	wiktionary
SLOOTWATER	10	19511	Troebel water	wiktionary
SPINNEWIEL	10	19512	Toestel om wol	wiktionary
SPRAAKZAAM	10	19513	Snel geneigd tot spreken	wiktionary
TENIETDOEN	10	19514	Tot niets terugbrengen	wiktionary
VERMICELLI	10	19515	Type pasta	wiktionary
VOYEURISME	10	19516	Heimelijk en doorgaans	wiktionary
WAAROMHEEN	10	19517	Om wat	wiktionary
BESNUFFELEN	11	19518	Aandachtig bekijken	wiktionary
BLOEMENZAAK	11	19519	Winkel	wiktionary
DATABESTAND	11	19520	Bestand	wiktionary
DOTTERBLOEM	11	19521	Plant	wiktionary
GEZANTSCHAP	11	19522	Gebouw van een legatie	wiktionary
HEIDEGEBIED	11	19523	Gebied	wiktionary
LERAARSCHAP	11	19524	Alles wat hoort	wiktionary
MAILINGLIST	11	19525	Lijst	wiktionary
NEUROPATHIE	11	19526	Niet goed functioneren	wiktionary
NOORDELIJKEN	11	19527	Degenen	wiktionary
REAGEERBUIS	11	19528	Glazen buisje	wiktionary
SCHOMMELING	11	19529	Zwevend	wiktionary
UITSTROOIEN	11	19530	Strooiend verspreiden	wiktionary
VELDSTERKTE	11	19531	Vectoriële grootte	wiktionary
VERKEERSWEG	11	19532	Belangrijke hoofdweg	wiktionary
VLOEIPAPIER	11	19533	Papier om een sigaret	wiktionary
WATERBUFFEL	11	19534	Bubalus bubalis	wiktionary
CHAOSTHEORIE	12	19535	Deelgebied	wiktionary
HOTELMANAGER	12	19536	Directeur	wiktionary
MUSEUMBEZOEK	12	19537	Bezoek	wiktionary
ONTVANGSTHAL	12	19538	Ruimte bij de ingang	wiktionary
PANCREATITIS	12	19539	Ontsteking	wiktionary
RITSSLUITING	12	19540	Sluiting bestaande	wiktionary
SPOORBREEDTE	12	19541	Afstand	wiktionary
STEMCOMPUTER	12	19542	Computer	wiktionary
THUISNETWERK	12	19543	Datanetwerk	wiktionary
TWEEBAANSWEG	12	19544	Weg met één rijbaan	wiktionary
VERTROOSTING	12	19545	Soelaas	wiktionary
ZWIJGZAAMHEID	12	19546	Geneigdheid of gewoonte	wiktionary
BIJOU	4	19547	Elk object	wiktionary
DRAB	4	19548	Vaste deeltjes	wiktionary
DURO	4	19549	Hard	wiktionary
SOES	4	19550	Slaperige toestand	wiktionary
BEGIJN	5	19551	Vrouw die	wiktionary
GEMOR	5	19552	Uiting	wiktionary
PLANO	5	19553	Ongevouwen blad papier	wiktionary
SLUMP	5	19554	Langere periode	wiktionary
HARPEN	6	19555	Zeven	wiktionary
MANWIJF	6	19556	Forse	wiktionary
NOLLEN	6	19557	Neuken	wiktionary
PERNOD	6	19558	Franse anijsdrank	wiktionary
POULET	6	19559	Gerecht bereid	wiktionary
SEXTET	6	19560	Groep	wiktionary
ZURING	6	19561	Geslacht	wiktionary
AAIBAAR	7	19562	Mogelijk om te aaien	wiktionary
ADELDOM	7	19563	Groep van mensen	wiktionary
FORMICA	7	19564	Heel harde	wiktionary
KLARING	7	19565	Helder maken	wiktionary
KLUNZIG	7	19566	Als passend	wiktionary
KNIPSEL	7	19567	Product of resultaat	wiktionary
LATRINE	7	19568	Toilet	wiktionary
LOOFBOS	7	19569	Bos waarin bomen	wiktionary
MIJNRAMP	7	19570	Groot ongeluk	wiktionary
RUIMING	7	19571	Destructie van vee	wiktionary
SUPERBE	7	19572	Buitengewoon goed	wiktionary
TRALALA	7	19573	Woordenloos gezang	wiktionary
WASBORD	7	19574	Geribbeld bord	wiktionary
AFTERSUN	8	19575	Beschermende crème	wiktionary
ARMATUUR	8	19576	Wapening	wiktionary
BEDIJKING	8	19577	Omgeven van een gebied	wiktionary
COLORIET	8	19578	Effect	wiktionary
CORNICHE	8	19579	Kroonlijst	wiktionary
ESCAPADE	8	19580	Dwaze streek	wiktionary
IMPOTENT	8	19581	Onbekwaam	wiktionary
KAMERJAS	8	19582	Lange huisjas	wiktionary
KLIMWAND	8	19583	Muur met noppen	wiktionary
NACHTNET	8	19584	Net van lijnen	wiktionary
OPPERGOD	8	19585	Godheid	wiktionary
SCHOOIEN	8	19586	Iets vragen	wiktionary
TOELOPEN	8	19587	Toeschieten	wiktionary
VIERTAKT	8	19588	Zuigermotor	wiktionary
BERGLUCHT	9	19589	Frisse atmosfeer	wiktionary
BESTRALEN	9	19590	Aan straling blootstellen	wiktionary
BETAALPAS	9	19591	Plastic kaartje	wiktionary
BOOMSOORT	9	19592	Groep van bomen	wiktionary
CADEAUTIP	9	19593	Advies	wiktionary
DEMAGOGIE	9	19594	Ophitsen van de massa	wiktionary
EENWIELER	9	19595	Fiets	wiktionary
GOUDBRUIN	9	19596	Met een kleur	wiktionary
KRUISGANG	9	19597	Lijdensweg	wiktionary
MEMORIAAL	9	19598	Aantekenboek	wiktionary
MODDERVET	9	19599	Heel erg dik	wiktionary
MORALISME	9	19600	Neiging	wiktionary
OVERKOPEN	9	19601	Iets kopen	wiktionary
STAARTVIN	9	19602	Vin aan het uiteinde	wiktionary
TEGENGOAL	9	19603	Doelpunt	wiktionary
TRILPLAAT	9	19604	Plaat	wiktionary
UITZAKKEN	9	19605	Door het zakken	wiktionary
WEERALARM	9	19606	Waarschuwing	wiktionary
ZWAKTEBOD	9	19607	Voorstel	wiktionary
AANWIJSBAAR	10	19608	Aantoonbaar	wiktionary
AUTOGORDEL	10	19609	Riem die een inzittende	wiktionary
COMPLEMENT	10	19610	Aanvulling	wiktionary
DOODZWIJGEN	10	19611	Negeren door er	wiktionary
ENTOMOLOOG	10	19612	Beoefenaar	wiktionary
FOTOFINISH	10	19613	Strijd	wiktionary
GITAARSOLO	10	19614	Stuk muziek	wiktionary
HARTENDIEF	10	19615	Koosnaam gebruikt	wiktionary
HOLBEWONER	10	19616	Dier dat in holen leeft	wiktionary
HONINGRAAT	10	19617	Bijenraat	wiktionary
MAGAZIJNIER	10	19618	Iemand die werkt	wiktionary
MONNIKSKAP	10	19619	Geslacht	wiktionary
ONHOORBAAR	10	19620	Niet met de oren	wiktionary
ONTGROENEN	10	19621	Enz	wiktionary
ORDENTELIJK	10	19622	Volgens de regels	wiktionary
REKENKUNDE	10	19623	Leer van de operaties	wiktionary
RUIMTETUIG	10	19624	Vaartuig bedoeld	wiktionary
SPIJKERBOOR	10	19625	Kleine boor	wiktionary
STOEPTEGEL	10	19626	Platte steen	wiktionary
TAMAGOTCHI	10	19627	Elektronisch speelgoed	wiktionary
TRAUMATEAM	10	19628	Team artsen	wiktionary
VERLEGGING	10	19629	Verplaatsing	wiktionary
VERSTUIVER	10	19630	Apparaat	wiktionary
VINGERKNIP	10	19631	Beweging	wiktionary
ZEEMEERMAN	10	19632	Wezen uit de zee	wiktionary
DISCOGRAFIE	11	19633	Beschrijvend overzicht	wiktionary
HALSSTARRIG	11	19634	Koppig	wiktionary
HAVENPLAATS	11	19635	Plaats	wiktionary
KOFFIEKAMER	11	19636	Zaal	wiktionary
LEVERZIEKTE	11	19637	Aandoening	wiktionary
ONGELETTERD	11	19638	Niet belezen zijnde	wiktionary
PROEFEXAMEN	11	19639	Examen	wiktionary
RECLAMEZUIL	11	19640	Object om goederen	wiktionary
SCHEMERLAMP	11	19641	Lamp die een zacht	wiktionary
SCHRIJFTAFEL	11	19642	Meubelstuk ontworpen	wiktionary
SLANGENBEET	11	19643	Meestal giftige beet	wiktionary
SPOORBOEKJE	11	19644	Overzicht	wiktionary
WINTERNACHT	11	19645	Uren tussen de avond	wiktionary
ZEDELIJKHEID	11	19646	Gedrag	wiktionary
BELEIDSMATIG	12	19647	Binnen of gericht	wiktionary
FARMACOLOGIE	12	19648	Wetenschap	wiktionary
HOOGFREQUENT	12	19649	Is de term	wiktionary
KRENTENBROOD	12	19650	Brood	wiktionary
MYTHOLOGISCH	12	19651	Betrekking hebbend	wiktionary
NETTOVERLIES	12	19652	Verlies na aftrek	wiktionary
WEBREDACTEUR	12	19653	Iemand die publiceert	wiktionary
ALBE	4	19654	Lang	wiktionary
KOLA	4	19655	Tropische boom	wiktionary
TIMP	4	19656	Broodje in de vorm	wiktionary
TUIL	4	19657	Bos bloemen	wiktionary
ZERK	4	19658	Bewerkte steen	wiktionary
ARMEE	5	19659	Leger	wiktionary
FECES	5	19660	Ontlasting	wiktionary
HIKEN	5	19661	Wandeltocht met tent	wiktionary
KANEN	5	19662	Eten	wiktionary
WINTI	5	19663	Wind	wiktionary
CAMBER	6	19664	Afwijkende stand	wiktionary
CANULE	6	19665	Buisje	wiktionary
DECADE	6	19666	Reeks van tien	wiktionary
DEPPEN	6	19667	Bevochtigen	wiktionary
DEVOOT	6	19668	Met toewijding	wiktionary
KADUUK	6	19669	Iets is zo beschadigd	wiktionary
KOUTER	6	19670	Verticale mes	wiktionary
PASTEI	6	19671	Gerecht van fijn vlees	wiktionary
RUKKER	6	19672	Iemand die rukt	wiktionary
SHABBY	6	19673	Niet heel netjes	wiktionary
BADGAST	7	19674	Rare kerel	wiktionary
BANDERA	7	19675	Papieren vlaggetje	wiktionary
CIRROSE	7	19676	Elk proces	wiktionary
COCKNEY	7	19677	Inwoner van Londen	wiktionary
KNOTTEN	7	19678	Van de top	wiktionary
KOPSTEM	7	19679	Hoogste zangstem	wiktionary
KURSAAL	7	19680	Gebouw	wiktionary
LEESTIP	7	19681	Aanbeveling	wiktionary
MOYENNE	7	19682	Gemiddelde score	wiktionary
OVERJAS	7	19683	Jas die doorgaans	wiktionary
OVERPAD	7	19684	Pad dat gaat	wiktionary
RAAKLIJN	7	19685	Rechte lijn	wiktionary
RADIANT	7	19686	Punt van uitstraling	wiktionary
RENSTAL	7	19687	Stal met renpaarden	wiktionary
ROTGANS	7	19688	Branta bernicla	wiktionary
SCALPEL	7	19689	Bijzonder scherp	wiktionary
TROFFEL	7	19690	Driekantige platte schep	wiktionary
ZESKANT	7	19691	Vorm met zes zijden	wiktionary
AFROEPEN	8	19692	Een voor een noemen	wiktionary
BLAASPIJP	8	19693	Pijp bestemd om lucht	wiktionary
CHANTEUR	8	19694	Zanger	wiktionary
GOUDKUST	8	19695	Kuststreek	wiktionary
KUSTZONE	8	19696	Gebied dat dicht	wiktionary
LOONKOST	8	19697	Bedrag aan geld	wiktionary
LUCHTZAK	8	19698	Vertikale wind	wiktionary
METRISCH	8	19699	Betrekking hebbend op	wiktionary
RADIATIE	8	19700	Uitstraling	wiktionary
STADSWEG	8	19701	Naam van de weg	wiktionary
TRIPTIEK	8	19702	Drieluik	wiktionary
TZATZIKI	8	19703	Saus van knoflook	wiktionary
VUURROOD	8	19704	Deze kleur hebbend	wiktionary
WARENWET	8	19705	Wet waarin staat	wiktionary
WATERRAT	8	19706	Knaagdier	wiktionary
AANMERKEN	9	19707	Afkeuren	wiktionary
BIERMARKT	9	19708	Geheel	wiktionary
BUITENLUI	9	19709	Verzamelterm voor mensen	wiktionary
BUSDIENST	9	19710	Geregelde mogelijkheid	wiktionary
CEDERHOUT	9	19711	Hout afkomstig	wiktionary
GRENSDORP	9	19712	Kleine nederzetting	wiktionary
HAAKNAALD	9	19713	Klein soort breinaald	wiktionary
IMPERATOR	9	19714	Eretitel	wiktionary
INGENAAID	9	19715	Van een boek	wiktionary
LUXEHOTEL	9	19716	Bedrijf waar gasten	wiktionary
MISTHOORN	9	19717	Hoorn op schepen	wiktionary
OMTREKKEN	9	19718	Neerhalen	wiktionary
ONMACHTIG	9	19719	Niet bij bewustzijn	wiktionary
POSTILJON	9	19720	Koerier	wiktionary
PRAATPAAL	9	19721	Intercompost	wiktionary
RONDVAREN	9	19722	Enz	wiktionary
ROODBAARD	9	19723	Poon	wiktionary
SHAREWARE	9	19724	Vorm van software	wiktionary
SLOTAVOND	9	19725	Laatste	wiktionary
SPEELZAAL	9	19726	Zaal voor kinderspelen	wiktionary
STARTBLOK	9	19727	Hulpmiddel	wiktionary
UITLATING	9	19728	Opmerking	wiktionary
UITMELKEN	9	19729	Zo lang 'melken'	wiktionary
AFGELASTEN	10	19730	Opdracht geven	wiktionary
DESERTEREN	10	19731	Leger waarin men dient	wiktionary
DIALECTIEK	10	19732	Redeneervorm	wiktionary
DOODGRAVER	10	19733	Keversoort	wiktionary
EXOPLANEET	10	19734	Planeet	wiktionary
KAMPEERDER	10	19735	Iemand die	wiktionary
KRAAMFEEST	10	19736	Feest ter gelegenheid	wiktionary
LEESNIVEAU	10	19737	Graad	wiktionary
LOONWERKER	10	19738	Bedrijven	wiktionary
LOSTREKKEN	10	19739	Door trekken losmaken	wiktionary
TEAKHOUTEN	10	19740	Gemaakt	wiktionary
UILSKUIKEN	10	19741	Jong van een uil	wiktionary
VROEDKUNDE	10	19742	Verloskunde	wiktionary
BEKLEMTONEN	11	19743	Nadruk leggen	wiktionary
CARABINIERI	11	19744	Italiaanse gendarmes	wiktionary
CIVILISATIE	11	19745	Beschaving	wiktionary
CONCENTRAAT	11	19746	Poeder	wiktionary
DIEVENBENDE	11	19747	Groep mensen	wiktionary
ELLENDELING	11	19748	Verachtelijk	wiktionary
GEHAKTMOLEN	11	19749	Molen	wiktionary
GOEGEMEENTE	11	19750	Eenvoudige	wiktionary
KOSMOPOLIET	11	19751	Wereldburger	wiktionary
KWAADWILLIG	11	19752	Met slechte bedoelingen	wiktionary
NEERPLOFFEN	11	19753	Gaan zitten	wiktionary
OMGANGSTAAL	11	19754	Woordenschat en manier	wiktionary
PANDJESHUIS	11	19755	Bank van lening	wiktionary
POSITIONEEL	11	19756	Met betrekking	wiktionary
SCHROOTHOOP	11	19757	Berg met metaalafval	wiktionary
SNEEUWGRENS	11	19758	Lijn in de bergen	wiktionary
STEGOSAURUS	11	19759	Dinosaurus	wiktionary
TANDGLAZUUR	11	19760	Blinkend glazuur	wiktionary
TWIJFELGEVAL	11	19761	Situatie of entiteit	wiktionary
VASTKETENEN	11	19762	Met een keten	wiktionary
VINIFICATIE	11	19763	Vervaardigen van wijn	wiktionary
BIJENKONINGIN	12	19764	Moeder	wiktionary
EUFEMISTISCH	12	19765	Op een manier	wiktionary
FIETSVERKEER	12	19766	Verkeer	wiktionary
GEBEDSRUIMTE	12	19767	Vertrek in een gebouw	wiktionary
LANDARBEIDER	12	19768	Boerenknecht	wiktionary
PARTIJLEIDING	12	19769	Bestuur	wiktionary
RECHTERBORST	12	19770	Borst aan de overzijde	wiktionary
SCHAPENVLEES	12	19771	Vlees	wiktionary
TABAKSWINKEL	12	19772	Winkel	wiktionary
KEG	3	19773	Blok met één schuine kant	wiktionary
EEST	4	19774	Droogoven	wiktionary
SNUL	4	19775	Heel eenvoudige	wiktionary
STUT	4	19776	Voorwerp	wiktionary
AGGER	5	19777	Tijdens eb	wiktionary
FLUKS	5	19778	Heel snel	wiktionary
BOSPAD	6	19779	Wandelpad door het bos	wiktionary
FUNGUS	6	19780	Schimmel	wiktionary
KUIPEN	6	19781	Intrigeren	wiktionary
RAGGEN	6	19782	Ruw heen en weer bewegen	wiktionary
RASPEN	6	19783	Afschuren	wiktionary
YELLEN	6	19784	Schreeuwen	wiktionary
BLUSSER	7	19785	Brandweerman	wiktionary
EPISTEL	7	19786	Deel van de mis	wiktionary
GALABAL	7	19787	Deftig dansfeest	wiktionary
GASREUS	7	19788	Grote	wiktionary
GEBAAND	7	19789	Vlak en vrij	wiktionary
GEREGEL	7	19790	Aanhoudend organiseren	wiktionary
LAKWERK	7	19791	Voorwerpen	wiktionary
LUSTHOF	7	19792	Oord	wiktionary
OMDOPEN	7	19793	Opnieuw dopen	wiktionary
PASSIVA	7	19794	In geld uitgedrukte	wiktionary
PIJLPUNT	7	19795	Scherpe voorkant	wiktionary
ROOILIJN	7	19796	Richtlijn die aangeeft	wiktionary
SIROCCO	7	19797	Hete en droge wind	wiktionary
STELPEN	7	19798	Vloei	wiktionary
TIKFOUT	7	19799	Typefout	wiktionary
TOPSPIN	7	19800	Draaiing van de bal	wiktionary
UITZEGE	7	19801	Winnen	wiktionary
BLADLUIS	8	19802	Schadelijk klein insect	wiktionary
DRAAGZAK	8	19803	Zak op de rug	wiktionary
HAPERING	8	19804	Mankement	wiktionary
HOEREREN	8	19805	Zich tegen betaling	wiktionary
MARQUISE	8	19806	Luifel die beschermt	wiktionary
NESTKAST	8	19807	Vogelhuisje	wiktionary
OMZETTER	8	19808	Apparaat	wiktionary
OPDONDER	8	19809	Harde klap of vuistslag	wiktionary
OPNAAIEN	8	19810	Iets met behulp	wiktionary
PARTIEEL	8	19811	Gedeeltelijk	wiktionary
RATJETOE	8	19812	Frans gerecht	wiktionary
STARTVAK	8	19813	Afgegrensde ruimte	wiktionary
SYNDICUS	8	19814	Raadgever	wiktionary
TWEEKAMP	8	19815	Reeks van wedstrijden	wiktionary
WASSALON	8	19816	Ruimte met wasautomaten	wiktionary
AANBINDEN	9	19817	Beginnen	wiktionary
ASFALTWEG	9	19818	Verharde weg	wiktionary
BEGLAZING	9	19819	Alle glazen ruiten	wiktionary
BOTERKOEK	9	19820	Koek	wiktionary
CARBONAAT	9	19821	Anion van koolstof	wiktionary
DIERKUNDE	9	19822	Wetenschap	wiktionary
GRABBELEN	9	19823	Graaien	wiktionary
GRENADINE	9	19824	Algemene benaming	wiktionary
GRIJSBRUIN	9	19825	Deze kleur hebbend	wiktionary
HUURMOORD	9	19826	Moord	wiktionary
INDRINGEN	9	19827	Enz	wiktionary
KLAARHEID	9	19828	Helderheid	wiktionary
KNEEDBAAR	9	19829	Wat door bewerken	wiktionary
LANDSHEER	9	19830	Algemene benaming	wiktionary
LEVITATIE	9	19831	Omhoog zweven	wiktionary
MITIGATIE	9	19832	Situatie verzachten	wiktionary
NAWERKING	9	19833	Effecten	wiktionary
NEUKPARTIJ	9	19834	Bedrijven	wiktionary
RENCONTRE	9	19835	Ontmoeting	wiktionary
SCHIFTING	9	19836	Selecteren van zaken	wiktionary
SCRAMBLER	9	19837	Type motorfiets	wiktionary
SLOTRONDE	9	19838	Laatste ronde	wiktionary
TONGEWELF	9	19839	Gewelf in de vorm	wiktionary
VUURVOGEL	9	19840	Magische vogel	wiktionary
ZEEKANAAL	9	19841	Kanaal	wiktionary
ZOENOFFER	9	19842	Offer	wiktionary
BETONMOLEN	10	19843	Werktuig	wiktionary
DECLINATIE	10	19844	Van een punt op aarde	wiktionary
HUIZENPRIJS	10	19845	Gemiddelde prijs	wiktionary
KORFBALLEN	10	19846	Enz	wiktionary
LEEGRUIMEN	10	19847	Enz	wiktionary
ONDERVACHT	10	19848	Deel van de vacht	wiktionary
SCHOOLGIDS	10	19849	Document dat jaarlijks	wiktionary
SCHOOLTUIN	10	19850	Tuinen	wiktionary
WONDERMOOI	10	19851	Heel erg mooi	wiktionary
ZWARTBRUIN	10	19852	Deze kleur hebbend	wiktionary
DANSTHEATER	11	19853	Plaats of gebouw	wiktionary
GEZINSHOOFD	11	19854	Hoofd	wiktionary
KINDERMOORD	11	19855	Om het leven brengen	wiktionary
PIANOLERAAR	11	19856	Iemand die les geeft	wiktionary
POTJANDORIE	11	19857	Uitroep van ergernis	wiktionary
PROEFPROCES	11	19858	Rechtszaak die dient	wiktionary
SCHADEFONDS	11	19859	Hoeveelheid geld	wiktionary
STRAALMOTOR	11	19860	Motor	wiktionary
VERLEIDSTER	11	19861	Vrouw	wiktionary
VERWIJSINDEX	11	19862	Digitaal hulpmiddel	wiktionary
WELTSCHMERZ	11	19863	Smart om het leven	wiktionary
WOONEENHEID	11	19864	Woning	wiktionary
AMBERKLEURIG	12	19865	Lichtoranje kleur	wiktionary
BAGGERBEDRIJF	12	19866	Bedrijf	wiktionary
BEDRIJFSMODEL	12	19867	Model	wiktionary
BEHANDELBAAR	12	19868	Te verbeteren	wiktionary
HYPOCHONDRIE	12	19869	Overdreven bezorgdheid	wiktionary
METAALSECTOR	12	19870	Bedrijfstak	wiktionary
MORALISTISCH	12	19871	Betrekking hebbend	wiktionary
OPVOEDKUNDIG	12	19872	Volgens de pedagogie	wiktionary
PAASZATERDAG	12	19873	Dag voor Pasen	wiktionary
PLASTICITEIT	12	19874	Beeldend vermogen	wiktionary
PSYCHOPATHIE	12	19875	Aangeboren eigenschap	wiktionary
REACTIVITEIT	12	19876	Vermogen om te reageren	wiktionary
RECHTERHELFT	12	19877	Helft	wiktionary
VERDRAAGZAAM	12	19878	Bereid	wiktionary
WOONSITUATIE	12	19879	Manier	wiktionary
BALG	4	19880	Opgevouwen zak	wiktionary
PARI	4	19881	Paard	wiktionary
SOEK	4	19882	Overwelfde nauwe straat	wiktionary
TALG	4	19883	Huidvet	wiktionary
BAKRA	5	19884	Blanke Nederlander	wiktionary
BALSA	5	19885	Vlot	wiktionary
FITIS	5	19886	Zangvogel	wiktionary
GELUI	5	19887	Laten klinken	wiktionary
MEELIJ	5	19888	Vorm van empathie	wiktionary
TOFOE	5	19889	Japans product	wiktionary
TRAMP	5	19890	Zwerver	wiktionary
BANTAM	6	19891	Vechtlustige kip	wiktionary
CAMION	6	19892	Wagen	wiktionary
GETAND	6	19893	Met de vorm van tanden	wiktionary
JUFFER	6	19894	Blok met inkepingen	wiktionary
OPGAAF	6	19895	Melding	wiktionary
RELIEK	6	19896	Overblijfsel	wiktionary
RESEDA	6	19897	Grijsachtig groen	wiktionary
ROFFEL	6	19898	Serie snel	wiktionary
TELOOR	6	19899	Verloren	wiktionary
VRAGER	6	19900	Koper in een marktrelatie	wiktionary
BIJLOPEN	7	19901	Up-to-date zijn	wiktionary
BOKSZAK	7	19902	Zware zak	wiktionary
GISWERK	7	19903	Iets wat men doet	wiktionary
HAARBAL	7	19904	Rare snuiter	wiktionary
KNAPZAK	7	19905	Zak waarin men proviand	wiktionary
KRENKEN	7	19906	Beledigen	wiktionary
ZIEDEND	7	19907	Witheet van woede	wiktionary
ZINKGAT	7	19908	Verzakking	wiktionary
ZONZIJDE	7	19909	Aan de zijde van de zon	wiktionary
ZUIGING	7	19910	Stroming van lucht	wiktionary
BALDAKIJN	8	19911	Stoffen overdekking	wiktionary
BLIKSEMS	8	19912	Heel erg ondeugend	wiktionary
CURATIEF	8	19913	Heilzaam	wiktionary
GANGLION	8	19914	Zenuwknoop	wiktionary
HULPSTUK	8	19915	Onderdeel	wiktionary
JACQUARD	8	19916	Breiwerk met motieven	wiktionary
LIJFSTRAF	8	19917	Straf	wiktionary
MATIGING	8	19918	Minder sterk	wiktionary
MELKFLES	8	19919	Hele witte blote benen	wiktionary
MODDEREN	8	19920	Klungelen	wiktionary
OPVISSEN	8	19921	Door te vissen	wiktionary
SLUWHEID	8	19922	Zaken die voortkomen	wiktionary
SOLARIUM	8	19923	Zonnebank	wiktionary
WADLOPEN	8	19924	Tocht te voet maken	wiktionary
WERKVOLK	8	19925	Klasse van arbeiders	wiktionary
BESTEMMEN	9	19926	Bepaald doel	wiktionary
BLADGROEN	9	19927	Groene kleurstof	wiktionary
BOULANGER	9	19928	Meester broodbakker	wiktionary
DISPERSIE	9	19929	Verstrooiing	wiktionary
DOODGRAAG	9	19930	Met veel gretigheid	wiktionary
DOUBLEREN	9	19931	Nogmaals doorlopen	wiktionary
ENDOSCOOP	9	19932	Optisch instrument	wiktionary
GOEDLACHS	9	19933	Gauw lachend	wiktionary
GROENVOER	9	19934	Plantendelen	wiktionary
HORMONAAL	9	19935	Met betrekking	wiktionary
KAASPLANK	9	19936	Al dan niet houten plank	wiktionary
KERSTSPEL	9	19937	Toneelstuk	wiktionary
KIELHALEN	9	19938	Iemand ter bestraffing	wiktionary
KLOPGEEST	9	19939	Geest	wiktionary
MICROWAVE	9	19940	Handig apparaat	wiktionary
MODERATIE	9	19941	Matiging	wiktionary
MODULATOR	9	19942	Apparaat	wiktionary
PANDABEER	9	19943	Chinese beer	wiktionary
STROPERIG	9	19944	Lijkend	wiktionary
TOLLENAAR	9	19945	Ambtenaar die tol	wiktionary
WELSLAGEN	9	19946	Met een goede afloop	wiktionary
WERKVISUM	9	19947	Document	wiktionary
ZUIDGEVEL	9	19948	Gevel	wiktionary
AANZEGGING	10	19949	Officiële kennisgeving	wiktionary
AFWASWATER	10	19950	Sop waarin	wiktionary
BENEDICTIJN	10	19951	Kloosterling	wiktionary
BOSANEMOON	10	19952	Wilde bosplant	wiktionary
BRANDSLANG	10	19953	Speciale	wiktionary
FLUCTUATIE	10	19954	Schommeling	wiktionary
HARTENLUST	10	19955	Voornamelijk gebruikt	wiktionary
LEERJONGEN	10	19956	Jongen	wiktionary
RINGSTEKEN	10	19957	Volksspel waarbij men	wiktionary
SCHRIJFBLOK	10	19958	Stapel	wiktionary
